sex,age,education,education_level,base_income,education_effect,sex_education_bonus,income
Women,47,4.1721415964339315,Primary,300,83.44283192867863,100,465.6207966026636
Women,52,15.516682391266784,Tertiary,300,310.3336478253357,100,671.1824511236981
Men,31,9.207666360136034,Secondary,300,184.15332720272067,100,679.7384653512213
Men,36,8.093119123790457,Secondary,300,161.86238247580914,100,563.3715073084447
Women,30,7.392888299290526,Primary,300,147.85776598581052,100,573.666567891725
Women,51,2.0516233795016916,Primary,300,41.03246759003383,100,416.0597227420438
Men,34,11.869429344198206,Secondary,300,237.38858688396414,100,481.55911081510726
Men,33,5.731537285880917,Primary,300,114.63074571761834,100,554.4139185543002
Men,49,9.56052812697535,Secondary,300,191.210562539507,100,624.5868474811775
Men,33,11.846741220264656,Secondary,300,236.9348244052931,100,591.5665333178717
Men,55,12.128657398104405,Secondary,300,242.57314796208811,100,611.9532789190403
Men,40,9.368939347843655,Secondary,300,187.3787869568731,100,546.1706589273139
Men,42,15.417623842003408,Tertiary,300,308.35247684006816,300,1013.5435832369624
Women,34,14.197143359537577,Tertiary,300,283.94286719075154,100,695.5321156847889
Women,30,17.45180778549534,Tertiary,300,349.0361557099068,100,744.1506704605903
Women,27,14.13189226376541,Tertiary,300,282.6378452753082,100,568.9420077953185
Men,54,9.339271584282047,Secondary,300,186.78543168564093,100,598.883235115585
Women,42,6.759386918022985,Primary,300,135.1877383604597,100,587.4981569788283
Men,34,11.15931890771068,Secondary,300,223.18637815421363,100,600.4103484605209
Men,32,12.873743980188367,Secondary,300,257.47487960376736,100,663.859995534481
Women,38,12.725094797465966,Secondary,300,254.5018959493193,100,641.5721474420321
Men,42,9.971996718988624,Secondary,300,199.43993437977247,100,637.9311202845804
Women,51,7.060511456353736,Primary,300,141.2102291270747,100,557.9537628579667
Men,42,7.024728661656984,Primary,300,140.49457323313968,100,600.0308807959556
Men,51,14.77326919827691,Tertiary,300,295.4653839655382,300,914.2092321198629
Men,50,9.393529361607094,Secondary,300,187.87058723214187,100,631.7158716271608
Men,46,18.454625322287235,Tertiary,300,369.0925064457447,300,910.8146606907687
Women,37,7.333433495514791,Primary,300,146.66866991029582,100,492.30010864953607
Women,35,13.287143686510824,Secondary,300,265.7428737302165,100,641.1526616926383
Women,47,10.027768730921645,Secondary,300,200.5553746184329,100,675.8754511621402
Women,61,8.01256390442954,Secondary,300,160.2512780885908,100,675.9671103353699
Men,53,12.9668498503611,Secondary,300,259.336997007222,100,707.5129863848838
Women,36,6.07602613118157,Primary,300,121.52052262363141,100,540.6902512311271
Women,19,2.1274596733378575,Primary,300,42.549193466757146,100,466.82026827057337
Women,32,7.588385538398313,Primary,300,151.76771076796626,100,595.7282416484078
Men,41,11.175877498771943,Secondary,300,223.51754997543884,100,579.5718932985669
Men,12,2.4322693199362764,Primary,300,48.64538639872553,100,364.721992685545
Men,32,11.483428165556727,Secondary,300,229.66856331113456,100,689.3227523610759
Men,44,13.716294012703509,Secondary,300,274.32588025407017,100,712.9727924393163
Women,28,14.052136342636363,Tertiary,300,281.04272685272724,100,688.5798240710903
Women,23,9.973624598349993,Secondary,300,199.47249196699985,100,604.3057980786002
Women,58,17.01583557970521,Tertiary,300,340.3167115941042,100,695.6392332036006
Men,46,10.054902969238428,Secondary,300,201.09805938476856,100,560.6186421365813
Women,46,12.820091825555611,Secondary,300,256.4018365111122,100,647.0224814145796
Women,29,9.436407426993272,Secondary,300,188.72814853986543,100,528.3913557376269
Men,43,11.298837543103641,Secondary,300,225.97675086207283,100,669.0802949973827
Women,28,12.622036407372896,Secondary,300,252.44072814745792,100,683.4077644607227
Women,53,12.869133864029283,Secondary,300,257.38267728058565,100,639.1127920055951
Women,52,13.810144624928151,Secondary,300,276.202892498563,100,687.3740421426811
Men,18,13.295772677335188,Secondary,300,265.91545354670376,100,568.2418923585287
Men,43,18.040817383161464,Tertiary,300,360.8163476632293,300,1023.1780352122287
Men,53,12.577731256779975,Secondary,300,251.5546251355995,100,767.7239619885164
Men,57,8.964288799831694,Secondary,300,179.28577599663387,100,490.7105192429187
Men,37,7.976425504231959,Primary,300,159.52851008463918,100,606.4981249957383
Women,23,15.682372519021317,Tertiary,300,313.64745038042633,100,707.9785498174857
Men,40,7.551580090542039,Primary,300,151.03160181084078,100,576.350620588132
Women,56,7.015892315983772,Primary,300,140.31784631967543,100,546.2791489233435
Men,32,14.351222714684884,Tertiary,300,287.02445429369766,300,849.728147910415
Women,43,13.616224937481514,Secondary,300,272.32449874963027,100,689.0088848371341
Men,25,15.057194475649869,Tertiary,300,301.14388951299736,300,844.8204482475694
Women,42,12.43058055791226,Secondary,300,248.61161115824518,100,598.8343137690904
Women,39,4.800307217113035,Primary,300,96.00614434226071,100,502.6537591310834
Men,49,0,Primary,300,0,100,346.6036202125879
Women,39,7.811896324132025,Primary,300,156.2379264826405,100,485.2623682482156
Men,20,10.41580088227637,Secondary,300,208.3160176455274,100,582.7414185733871
Women,38,14.863837610977916,Tertiary,300,297.2767522195583,100,666.9372865232027
Men,33,13.357902218182325,Secondary,300,267.15804436364647,100,682.3966182399467
Men,36,9.945077947806336,Secondary,300,198.90155895612673,100,640.1385680422416
Men,32,8.712703363930427,Secondary,300,174.25406727860855,100,617.0145601473787
Men,56,13.674192693409779,Secondary,300,273.4838538681956,100,731.5362453572011
Men,46,1.598518060238355,Primary,300,31.9703612047671,100,326.01160408513647
Men,23,9.620172135817434,Secondary,300,192.40344271634868,100,647.8227410078154
Women,37,18.064977136231953,Tertiary,300,361.2995427246391,100,821.9597100625214
Men,51,6.852992621082956,Primary,300,137.05985242165912,100,474.6961367999908
Men,34,5.08801563638711,Primary,300,101.76031272774219,100,471.7490379244129
Men,49,10.821181946836417,Secondary,300,216.42363893672834,100,630.4789305215629
Men,35,10.67714487448441,Secondary,300,213.54289748968822,100,597.8861649695294
Men,34,9.859747217938938,Secondary,300,197.19494435877877,100,578.3793784592256
Men,36,8.110895395607244,Secondary,300,162.21790791214488,100,538.6132041259813
Women,40,7.638406296135711,Primary,300,152.76812592271423,100,539.0506697396377
Men,47,13.1363491049431,Secondary,300,262.726982098862,100,568.4641711486728
Men,43,11.75365742330495,Secondary,300,235.073148466099,100,651.4569805497235
Men,39,15.586051395666347,Tertiary,300,311.72102791332696,300,891.015524871917
Men,48,4.730510976018109,Primary,300,94.61021952036218,100,448.368239971136
Women,44,7.05086373235666,Primary,300,141.0172746471332,100,534.7313120392645
Men,40,11.129711544045543,Secondary,300,222.59423088091086,100,699.872491686645
Men,16,4.878444783017605,Primary,300,97.56889566035211,100,485.0917551824203
Men,37,9.199938689299024,Secondary,300,183.9987737859805,100,567.5172226912297
Men,34,9.419569666464152,Secondary,300,188.39139332928306,100,634.8714804059858
Women,37,12.688114711585259,Secondary,300,253.76229423170517,100,677.8837432398846
Men,37,12.380336653194039,Secondary,300,247.60673306388077,100,541.7793750572522
Women,45,6.879697883774506,Primary,300,137.59395767549012,100,545.451879400672
Men,46,15.16952089472122,Tertiary,300,303.3904178944244,300,969.7819445897921
Women,57,8.959612303798949,Secondary,300,179.19224607597897,100,606.6724162995557
Women,35,13.680957002081126,Secondary,300,273.61914004162253,100,618.9954702156972
Women,54,0.3524172297517847,Primary,300,7.048344595035694,100,438.29789002443584
Men,38,13.579323842220978,Secondary,300,271.58647684441956,100,588.900148401795
Men,36,17.06525520569125,Tertiary,300,341.305104113825,300,856.4025367612619
Men,34,15.755822606902786,Tertiary,300,315.1164521380557,300,933.6821334268562
Men,28,7.223267155326274,Primary,300,144.4653431065255,100,434.16322094148234
Women,29,10.990787772675702,Secondary,300,219.81575545351404,100,606.4898993689461
Women,28,4.175227833144962,Primary,300,83.50455666289925,100,409.5749388714443
Men,50,11.26118481652122,Secondary,300,225.22369633042442,100,694.044088550673
Men,44,16.018535862394828,Tertiary,300,320.37071724789655,300,977.4546818545616
Women,39,15.441751871323888,Tertiary,300,308.83503742647775,100,714.6865685899155
Men,38,8.095590874357342,Secondary,300,161.91181748714683,100,583.2333699355023
Men,36,6.599247793166741,Primary,300,131.98495586333482,100,559.8700086052129
Women,35,8.506432987883278,Secondary,300,170.12865975766556,100,530.0364801753158
Men,38,16.304956281672318,Tertiary,300,326.09912563344636,300,829.8013382330114
Men,50,10.266893525158528,Secondary,300,205.33787050317056,100,724.5473456442675
Women,34,6.42792924627873,Primary,300,128.5585849255746,100,524.2534836083836
Men,35,4.058153898027222,Primary,300,81.16307796054444,100,374.0786817441585
Women,39,10.880174271827823,Secondary,300,217.60348543655647,100,655.7554938787042
Women,48,10.498018448304967,Secondary,300,209.96036896609934,100,704.2462971446811
Men,34,14.898091640710874,Tertiary,300,297.9618328142175,300,859.6017978324354
Women,34,10.816258559896568,Secondary,300,216.32517119793135,100,568.6543839522744
Men,43,10.966723236395143,Secondary,300,219.33446472790285,100,635.320235130022
Women,31,16.412673714191087,Tertiary,300,328.25347428382173,100,722.8434060487156
Men,37,6.580685968866874,Primary,300,131.61371937733747,100,428.1835864855398
Women,36,5.248361589105829,Primary,300,104.96723178211658,100,528.9574451913621
Women,54,17.296350796950282,Tertiary,300,345.9270159390056,100,763.0350070718436
Women,34,9.58689911904794,Secondary,300,191.7379823809588,100,629.9227240602363
Men,50,11.959255895693744,Secondary,300,239.18511791387488,100,590.4154616866639
Men,29,11.647406654557953,Secondary,300,232.94813309115906,100,652.7766971752887
Men,37,9.321782029876989,Secondary,300,186.43564059753976,100,498.8534333931021
Men,27,9.165794661763483,Secondary,300,183.31589323526967,100,653.3556907789524
Men,46,11.365815597904088,Secondary,300,227.31631195808177,100,727.3382210954203
Men,33,8.63708541967245,Secondary,300,172.74170839344902,100,583.7114794709183
Men,42,8.44521338230454,Secondary,300,168.90426764609083,100,567.1308133533189
Women,39,2.4041918814641683,Primary,300,48.083837629283366,100,405.6935816915196
Men,32,10.277312638421465,Secondary,300,205.5462527684293,100,633.8601920604675
Women,42,12.485994093846719,Secondary,300,249.71988187693438,100,649.886761337761
Men,40,15.872263450333012,Tertiary,300,317.4452690066602,300,887.840826281157
Men,53,9.934829819826977,Secondary,300,198.69659639653952,100,565.9846964457726
Women,33,4.422671274005118,Primary,300,88.45342548010237,100,549.6143966800373
Women,44,0,Primary,300,0,100,394.13659823471875
Men,54,7.464209735592441,Primary,300,149.2841947118488,100,560.6087699051889
Women,29,10.573489251644656,Secondary,300,211.46978503289313,100,615.3907202119742
Women,60,5.009613661795168,Primary,300,100.19227323590336,100,446.1375435283291
Men,44,7.217168564207201,Primary,300,144.343371284144,100,524.2382350583425
Women,49,8.935100358456253,Secondary,300,178.70200716912507,100,582.2824190849198
Women,64,6.334874554513651,Primary,300,126.69749109027302,100,479.63898628223023
Women,36,8.695209826627627,Secondary,300,173.90419653255253,100,531.1687441200926
Men,31,10.04404259554345,Secondary,300,200.880851910869,100,626.8594786339708
Women,47,8.826399884721734,Secondary,300,176.5279976944347,100,590.1248860252556
Women,27,8.137638748863253,Secondary,300,162.75277497726506,100,570.2935161279361
Women,35,12.802647582499985,Secondary,300,256.05295164999967,100,517.1107694322029
Women,35,8.959155660143056,Secondary,300,179.1831132028611,100,566.414197718745
Women,59,15.876718485565547,Tertiary,300,317.53436971131094,100,671.0143581807669
Men,51,8.753223423293893,Secondary,300,175.06446846587784,100,586.7006191769918
Women,55,9.103111199565564,Secondary,300,182.06222399131127,100,477.3148553420599
Women,68,5.547709848346256,Primary,300,110.95419696692511,100,420.499716045223
Men,53,8.59480062891005,Secondary,300,171.896012578201,100,567.3018299742208
Women,40,16.490617360600066,Tertiary,300,329.8123472120013,100,722.0628235079508
Women,33,10.745554906971826,Secondary,300,214.91109813943652,100,697.5187440990076
Men,44,16.028278371715082,Tertiary,300,320.56556743430167,300,907.5419453300915
Men,48,6.219149278531463,Primary,300,124.38298557062924,100,561.6093494303725
Women,42,12.720394663972986,Secondary,300,254.4078932794597,100,719.4482780547731
Men,53,4.877289449258679,Primary,300,97.54578898517359,100,507.74002056588057
Men,40,7.4328957327040754,Primary,300,148.6579146540815,100,474.553989214495
Men,33,6.112776763284658,Primary,300,122.25553526569315,100,619.9114395204928
Women,35,8.807892835212433,Secondary,300,176.15785670424867,100,617.2669913415459
Women,24,11.009089777245608,Secondary,300,220.18179554491215,100,554.7321086661092
Men,43,9.489866393609864,Secondary,300,189.7973278721973,100,643.2950310404325
Women,42,14.33781817788379,Tertiary,300,286.7563635576758,100,725.8891075089771
Men,45,11.659284391365654,Secondary,300,233.18568782731307,100,617.6168154417018
Women,49,3.2391243048111775,Primary,300,64.78248609622355,100,521.0185778292059
Men,39,6.612791922520728,Primary,300,132.25583845041456,100,448.40559897638417
Women,43,8.731594755873019,Secondary,300,174.63189511746037,100,585.6141296022901
Men,52,17.048665808703824,Tertiary,300,340.97331617407644,300,995.6621241187866
Men,44,7.113320227329156,Primary,300,142.26640454658312,100,608.3251189457474
Women,34,14.256905479456314,Tertiary,300,285.1381095891263,100,636.189147189364
Women,60,6.800959847681433,Primary,300,136.01919695362866,100,523.0613092956207
Women,30,9.08678198893266,Secondary,300,181.7356397786532,100,484.9920664700823
Women,42,9.067117940636555,Secondary,300,181.3423588127311,100,678.3244694113982
Women,33,11.307604573848366,Secondary,300,226.1520914769673,100,590.2296636200772
Women,33,7.960953404648166,Primary,300,159.2190680929633,100,595.375541176169
Women,39,12.885744347435441,Secondary,300,257.7148869487088,100,560.2200857863106
Men,35,9.143355305161665,Secondary,300,182.86710610323328,100,496.1255464398352
Women,39,6.69388468476898,Primary,300,133.8776936953796,100,539.7749565264303
Women,61,4.310402785120636,Primary,300,86.20805570241272,100,393.84342285403443
Women,34,8.462273696494913,Secondary,300,169.24547392989825,100,573.3167724780353
Women,24,10.882703906672669,Secondary,300,217.65407813345337,100,564.9474276355172
Women,52,11.348893699869146,Secondary,300,226.97787399738291,100,640.4639059921473
Women,52,12.467452784796558,Secondary,300,249.34905569593116,100,682.7740695407695
Men,59,12.82181183272414,Secondary,300,256.4362366544828,100,667.8270598142817
Men,37,13.518371327413998,Secondary,300,270.36742654828,100,576.8914415712902
Men,46,8.303321696604844,Secondary,300,166.06643393209686,100,494.2888232941538
Women,41,5.637325601572759,Primary,300,112.74651203145518,100,348.41158798324625
Women,47,4.401684801083972,Primary,300,88.03369602167945,100,511.86728312996865
Men,54,4.247957286354001,Primary,300,84.95914572708003,100,553.9855301441333
Women,31,13.81459694209873,Secondary,300,276.29193884197457,100,641.2716861503249
Women,47,4.147802617323611,Primary,300,82.95605234647223,100,516.6327195285699
Men,38,12.095888835292879,Secondary,300,241.9177767058576,100,743.7590679907814
Women,21,10.680978764156638,Secondary,300,213.61957528313275,100,610.2287953498189
Women,53,9.297847991617592,Secondary,300,185.95695983235186,100,556.8219552398515
Men,43,5.343430310452849,Primary,300,106.86860620905698,100,579.7152420534978
Men,58,17.151121766128927,Tertiary,300,343.02243532257853,300,974.5261408285014
Men,37,7.155321638351799,Primary,300,143.10643276703598,100,444.32223551826695
Men,57,5.520658493587302,Primary,300,110.41316987174604,100,410.21675186126174
Women,35,12.394122124003049,Secondary,300,247.88244248006097,100,609.1958146881193
Women,45,15.633811869575851,Tertiary,300,312.676237391517,100,653.5851728070379
Men,44,20,Tertiary,300,400,300,1017.6609155921209
Men,44,11.880330443823718,Secondary,300,237.60660887647435,100,658.1675076868929
Women,46,11.086485475525837,Secondary,300,221.72970951051673,100,610.6239005036834
Women,47,8.944508115945208,Secondary,300,178.89016231890417,100,519.5507419847359
Women,47,13.21627340211962,Secondary,300,264.3254680423924,100,798.8419932959391
Men,24,4.034642671983418,Primary,300,80.69285343966837,100,592.7462268579349
Men,42,9.993700452626387,Secondary,300,199.87400905252773,100,683.1926609621544
Women,36,17.169954427934655,Tertiary,300,343.3990885586931,100,810.0926702831861
Men,44,11.136007428584014,Secondary,300,222.72014857168028,100,616.084394432679
Men,35,11.061927299878182,Secondary,300,221.23854599756362,100,653.0894612331776
Men,60,5.741957213547636,Primary,300,114.83914427095272,100,696.5326668018768
Women,65,12.22498107223827,Secondary,300,244.4996214447654,100,767.2073193825934
Men,47,8.855926607302376,Secondary,300,177.11853214604753,100,565.8767680572255
Men,37,6.017290350957968,Primary,300,120.34580701915935,100,622.9994502612284
Women,35,11.012005495389188,Secondary,300,220.24010990778376,100,623.6324941975762
Women,28,9.531511324882104,Secondary,300,190.63022649764207,100,528.6825458739996
Men,50,11.073426953485775,Secondary,300,221.46853906971552,100,689.0472306005064
Men,39,8.974455144538629,Secondary,300,179.48910289077259,100,545.1780451196963
Men,37,11.316478372588083,Secondary,300,226.32956745176165,100,600.7601168323403
Women,51,11.953743519518946,Secondary,300,239.07487039037892,100,665.0149425520653
Men,61,10.396458580065984,Secondary,300,207.92917160131967,100,640.4419198889169
Men,38,6.880256063639777,Primary,300,137.60512127279554,100,422.20338004508477
Women,32,13.24070515600827,Secondary,300,264.8141031201654,100,670.942203875647
Women,34,16.55909821760943,Tertiary,300,331.18196435218863,100,746.9210692335903
Women,62,10.011687145006764,Secondary,300,200.23374290013527,100,674.5634362996344
Women,44,14.316253233587204,Tertiary,300,286.3250646717441,100,678.4995720151578
Men,44,3.1611177082845305,Primary,300,63.22235416569061,100,484.8203941162912
Men,34,7.967390934045152,Primary,300,159.34781868090306,100,471.8745629477644
